Timestamp,MachineID,RepairID,RepairType,Component,RepairDescription,RepairDuration
2024-01-01,Machine_8,349,Type_5,Component_3,Type_5 performed on Component_3,11
2024-01-23,Machine_8,350,Type_1,Component_5,Type_1 performed on Component_5,3
2024-03-17,Machine_6,351,Type_5,Component_6,Type_5 performed on Component_6,19
2024-02-02,Machine_10,352,Type_1,Component_8,Type_1 performed on Component_8,19
2024-03-26,Machine_4,353,Type_2,Component_10,Type_2 performed on Component_10,14
2024-04-05,Machine_6,354,Type_1,Component_6,Type_1 performed on Component_6,41
2024-01-20,Machine_7,355,Type_3,Component_10,Type_3 performed on Component_10,9
2024-01-10,Machine_2,356,Type_2,Component_3,Type_2 performed on Component_3,2
2024-01-31,Machine_5,357,Type_1,Component_8,Type_1 performed on Component_8,46
2024-02-09,Machine_2,358,Type_1,Component_2,Type_1 performed on Component_2,43
2024-02-25,Machine_9,359,Type_1,Component_5,Type_1 performed on Component_5,37
2024-03-23,Machine_10,360,Type_4,Component_2,Type_4 performed on Component_2,27
2024-01-04,Machine_7,361,Type_1,Component_8,Type_1 performed on Component_8,28
2024-04-08,Machine_4,362,Type_2,Component_8,Type_2 performed on Component_8,21
2024-04-08,Machine_8,363,Type_3,Component_8,Type_3 performed on Component_8,23
2024-03-01,Machine_6,364,Type_2,Component_6,Type_2 performed on Component_6,15
2024-02-20,Machine_7,365,Type_5,Component_7,Type_5 performed on Component_7,40
2024-04-01,Machine_5,366,Type_3,Component_4,Type_3 performed on Component_4,23
2024-02-24,Machine_4,367,Type_4,Component_4,Type_4 performed on Component_4,18
2024-03-25,Machine_3,368,Type_3,Component_1,Type_3 performed on Component_1,33
2024-03-25,Machine_3,369,Type_1,Component_6,Type_1 performed on Component_6,21
2024-01-12,Machine_10,370,Type_2,Component_6,Type_2 performed on Component_6,18
2024-02-07,Machine_1,371,Type_5,Component_4,Type_5 performed on Component_4,21
2024-01-21,Machine_10,372,Type_2,Component_1,Type_2 performed on Component_1,12
2024-02-11,Machine_3,373,Type_4,Component_4,Type_4 performed on Component_4,17
2024-01-25,Machine_2,374,Type_3,Component_6,Type_3 performed on Component_6,37
2024-03-07,Machine_3,375,Type_2,Component_6,Type_2 performed on Component_6,28
2024-02-01,Machine_6,376,Type_4,Component_8,Type_4 performed on Component_8,24
2024-02-23,Machine_5,377,Type_2,Component_1,Type_2 performed on Component_1,18
2024-01-29,Machine_6,378,Type_4,Component_5,Type_4 performed on Component_5,32
2024-01-16,Machine_7,379,Type_2,Component_5,Type_2 performed on Component_5,44
2024-03-22,Machine_10,380,Type_1,Component_9,Type_1 performed on Component_9,43
2024-02-16,Machine_7,381,Type_2,Component_7,Type_2 performed on Component_7,17
2024-01-16,Machine_4,382,Type_4,Component_5,Type_4 performed on Component_5,9
2024-01-22,Machine_7,383,Type_5,Component_7,Type_5 performed on Component_7,19
2024-01-28,Machine_7,384,Type_4,Component_9,Type_4 performed on Component_9,47
2024-01-08,Machine_8,385,Type_2,Component_3,Type_2 performed on Component_3,45
2024-02-23,Machine_8,386,Type_3,Component_8,Type_3 performed on Component_8,33
2024-02-23,Machine_7,387,Type_2,Component_8,Type_2 performed on Component_8,22
2024-03-08,Machine_2,388,Type_2,Component_10,Type_2 performed on Component_10,10
2024-01-21,Machine_1,389,Type_4,Component_3,Type_4 performed on Component_3,47
2024-02-10,Machine_7,390,Type_2,Component_1,Type_2 performed on Component_1,35
2024-01-29,Machine_8,391,Type_2,Component_10,Type_2 performed on Component_10,15
2024-03-31,Machine_3,392,Type_2,Component_7,Type_2 performed on Component_7,33
2024-03-16,Machine_5,393,Type_4,Component_1,Type_4 performed on Component_1,28
2024-02-01,Machine_9,394,Type_2,Component_4,Type_2 performed on Component_4,45
2024-02-18,Machine_5,395,Type_2,Component_8,Type_2 performed on Component_8,47
2024-04-09,Machine_1,396,Type_4,Component_7,Type_4 performed on Component_7,14
2024-02-11,Machine_4,397,Type_5,Component_5,Type_5 performed on Component_5,19
2024-03-10,Machine_1,398,Type_4,Component_9,Type_4 performed on Component_9,2
2024-02-26,Machine_10,399,Type_5,Component_5,Type_5 performed on Component_5,30
2024-04-05,Machine_10,400,Type_4,Component_6,Type_4 performed on Component_6,21
2024-01-23,Machine_9,401,Type_5,Component_2,Type_5 performed on Component_2,9
2024-04-04,Machine_6,402,Type_5,Component_7,Type_5 performed on Component_7,44
2024-03-31,Machine_4,403,Type_4,Component_3,Type_4 performed on Component_3,28
2024-01-26,Machine_4,404,Type_1,Component_8,Type_1 performed on Component_8,22
2024-01-01,Machine_6,405,Type_3,Component_6,Type_3 performed on Component_6,11
2024-04-09,Machine_6,406,Type_1,Component_6,Type_1 performed on Component_6,31
2024-03-05,Machine_4,407,Type_3,Component_3,Type_3 performed on Component_3,14
2024-03-08,Machine_2,408,Type_4,Component_6,Type_4 performed on Component_6,36
2024-04-07,Machine_8,409,Type_3,Component_6,Type_3 performed on Component_6,11
2024-02-08,Machine_7,410,Type_3,Component_10,Type_3 performed on Component_10,25
2024-03-11,Machine_7,411,Type_4,Component_6,Type_4 performed on Component_6,37
2024-02-04,Machine_2,412,Type_2,Component_6,Type_2 performed on Component_6,41
2024-02-13,Machine_2,413,Type_3,Component_3,Type_3 performed on Component_3,7
2024-03-09,Machine_8,414,Type_2,Component_8,Type_2 performed on Component_8,20
2024-03-20,Machine_4,415,Type_4,Component_5,Type_4 performed on Component_5,11
2024-01-21,Machine_8,416,Type_2,Component_6,Type_2 performed on Component_6,34
2024-02-01,Machine_9,417,Type_1,Component_8,Type_1 performed on Component_8,32
2024-02-03,Machine_10,418,Type_1,Component_4,Type_1 performed on Component_4,38
2024-03-19,Machine_8,419,Type_3,Component_7,Type_3 performed on Component_7,46
2024-01-22,Machine_7,420,Type_2,Component_2,Type_2 performed on Component_2,23
2024-02-22,Machine_7,421,Type_1,Component_10,Type_1 performed on Component_10,27
2024-03-03,Machine_4,422,Type_5,Component_3,Type_5 performed on Component_3,1
2024-02-18,Machine_9,423,Type_4,Component_9,Type_4 performed on Component_9,34
2024-01-12,Machine_6,424,Type_2,Component_2,Type_2 performed on Component_2,31
2024-02-11,Machine_2,425,Type_5,Component_1,Type_5 performed on Component_1,31
2024-01-31,Machine_9,426,Type_5,Component_1,Type_5 performed on Component_1,38
2024-03-01,Machine_2,427,Type_5,Component_3,Type_5 performed on Component_3,36
2024-03-12,Machine_4,428,Type_1,Component_2,Type_1 performed on Component_2,29
2024-01-20,Machine_4,429,Type_2,Component_8,Type_2 performed on Component_8,29
2024-01-12,Machine_9,430,Type_3,Component_4,Type_3 performed on Component_4,38
2024-02-21,Machine_2,431,Type_1,Component_2,Type_1 performed on Component_2,10
2024-04-01,Machine_10,432,Type_3,Component_4,Type_3 performed on Component_4,28
2024-01-20,Machine_10,433,Type_2,Component_10,Type_2 performed on Component_10,31
2024-02-09,Machine_8,434,Type_1,Component_2,Type_1 performed on Component_2,45
2024-02-08,Machine_10,435,Type_1,Component_4,Type_1 performed on Component_4,35
2024-01-16,Machine_9,436,Type_2,Component_3,Type_2 performed on Component_3,5
2024-01-29,Machine_6,437,Type_3,Component_3,Type_3 performed on Component_3,22
2024-03-28,Machine_2,438,Type_1,Component_4,Type_1 performed on Component_4,20
2024-01-22,Machine_5,439,Type_1,Component_5,Type_1 performed on Component_5,40
2024-01-25,Machine_7,440,Type_5,Component_7,Type_5 performed on Component_7,16
2024-03-12,Machine_5,441,Type_3,Component_2,Type_3 performed on Component_2,4
2024-01-10,Machine_7,442,Type_3,Component_9,Type_3 performed on Component_9,45
2024-01-26,Machine_2,443,Type_5,Component_2,Type_5 performed on Component_2,13
2024-04-05,Machine_9,444,Type_5,Component_2,Type_5 performed on Component_2,6
2024-03-15,Machine_5,445,Type_3,Component_2,Type_3 performed on Component_2,17
2024-01-20,Machine_6,446,Type_1,Component_3,Type_1 performed on Component_3,43
2024-02-20,Machine_4,447,Type_3,Component_3,Type_3 performed on Component_3,14
2024-03-30,Machine_1,448,Type_1,Component_4,Type_1 performed on Component_4,13
2024-03-09,Machine_3,449,Type_5,Component_1,Type_5 performed on Component_1,6
2024-01-05,Machine_10,450,Type_1,Component_1,Type_1 performed on Component_1,21
2024-01-27,Machine_8,451,Type_4,Component_3,Type_4 performed on Component_3,46
2024-01-07,Machine_8,452,Type_2,Component_10,Type_2 performed on Component_10,42
2024-03-04,Machine_7,453,Type_5,Component_3,Type_5 performed on Component_3,24
2024-03-23,Machine_6,454,Type_4,Component_10,Type_4 performed on Component_10,45
2024-02-27,Machine_10,455,Type_2,Component_2,Type_2 performed on Component_2,32
2024-03-08,Machine_4,456,Type_1,Component_7,Type_1 performed on Component_7,39
2024-01-04,Machine_5,457,Type_5,Component_10,Type_5 performed on Component_10,1
2024-01-23,Machine_2,458,Type_5,Component_5,Type_5 performed on Component_5,38
2024-03-12,Machine_5,459,Type_5,Component_1,Type_5 performed on Component_1,37
2024-04-05,Machine_7,460,Type_4,Component_5,Type_4 performed on Component_5,35
2024-03-27,Machine_10,461,Type_2,Component_10,Type_2 performed on Component_10,41
2024-03-30,Machine_7,462,Type_3,Component_4,Type_3 performed on Component_4,32
2024-02-23,Machine_4,463,Type_5,Component_2,Type_5 performed on Component_2,40
2024-02-03,Machine_6,464,Type_1,Component_2,Type_1 performed on Component_2,31
2024-03-05,Machine_10,465,Type_1,Component_3,Type_1 performed on Component_3,10
2024-02-08,Machine_7,466,Type_2,Component_7,Type_2 performed on Component_7,28
2024-03-21,Machine_8,467,Type_5,Component_8,Type_5 performed on Component_8,24
2024-01-18,Machine_3,468,Type_2,Component_2,Type_2 performed on Component_2,32
2024-03-24,Machine_3,469,Type_4,Component_1,Type_4 performed on Component_1,3
2024-01-18,Machine_9,470,Type_4,Component_9,Type_4 performed on Component_9,36
2024-03-14,Machine_10,471,Type_2,Component_3,Type_2 performed on Component_3,6
2024-01-03,Machine_6,472,Type_2,Component_3,Type_2 performed on Component_3,10
2024-03-06,Machine_8,473,Type_1,Component_1,Type_1 performed on Component_1,10
2024-03-03,Machine_2,474,Type_2,Component_5,Type_2 performed on Component_5,13
2024-02-05,Machine_1,475,Type_4,Component_2,Type_4 performed on Component_2,42
2024-03-14,Machine_7,476,Type_4,Component_6,Type_4 performed on Component_6,8
2024-04-04,Machine_5,477,Type_3,Component_7,Type_3 performed on Component_7,14
2024-04-04,Machine_3,478,Type_1,Component_2,Type_1 performed on Component_2,33
2024-02-16,Machine_7,479,Type_5,Component_6,Type_5 performed on Component_6,12
2024-03-06,Machine_6,480,Type_4,Component_5,Type_4 performed on Component_5,28
2024-02-02,Machine_4,481,Type_3,Component_6,Type_3 performed on Component_6,2
2024-03-04,Machine_6,482,Type_5,Component_7,Type_5 performed on Component_7,31
2024-03-07,Machine_6,483,Type_5,Component_4,Type_5 performed on Component_4,14
2024-03-01,Machine_10,484,Type_4,Component_1,Type_4 performed on Component_1,46
2024-03-06,Machine_5,485,Type_1,Component_7,Type_1 performed on Component_7,46
2024-03-01,Machine_10,486,Type_1,Component_4,Type_1 performed on Component_4,15
2024-02-15,Machine_4,487,Type_3,Component_1,Type_3 performed on Component_1,48
2024-04-03,Machine_10,488,Type_3,Component_9,Type_3 performed on Component_9,36
2024-01-25,Machine_1,489,Type_4,Component_4,Type_4 performed on Component_4,2
2024-01-18,Machine_6,490,Type_4,Component_4,Type_4 performed on Component_4,24
2024-01-10,Machine_4,491,Type_4,Component_4,Type_4 performed on Component_4,28
2024-02-12,Machine_9,492,Type_2,Component_2,Type_2 performed on Component_2,5
2024-03-17,Machine_3,493,Type_5,Component_6,Type_5 performed on Component_6,29
2024-02-03,Machine_8,494,Type_5,Component_9,Type_5 performed on Component_9,6
2024-01-20,Machine_9,495,Type_4,Component_2,Type_4 performed on Component_2,23
2024-03-24,Machine_7,496,Type_3,Component_4,Type_3 performed on Component_4,16
2024-02-01,Machine_7,497,Type_1,Component_1,Type_1 performed on Component_1,36
2024-03-09,Machine_8,498,Type_1,Component_5,Type_1 performed on Component_5,20
2024-01-27,Machine_1,499,Type_1,Component_7,Type_1 performed on Component_7,14
2024-02-08,Machine_5,500,Type_2,Component_3,Type_2 performed on Component_3,6
2024-03-14,Machine_1,501,Type_4,Component_5,Type_4 performed on Component_5,39
2024-01-02,Machine_3,502,Type_5,Component_9,Type_5 performed on Component_9,34
2024-02-21,Machine_3,503,Type_2,Component_6,Type_2 performed on Component_6,19
2024-02-04,Machine_2,504,Type_3,Component_1,Type_3 performed on Component_1,32
2024-03-20,Machine_5,505,Type_4,Component_5,Type_4 performed on Component_5,22
2024-03-28,Machine_10,506,Type_3,Component_4,Type_3 performed on Component_4,10
2024-03-10,Machine_5,507,Type_2,Component_6,Type_2 performed on Component_6,19
2024-03-11,Machine_3,508,Type_2,Component_10,Type_2 performed on Component_10,9
2024-01-28,Machine_3,509,Type_5,Component_1,Type_5 performed on Component_1,44
2024-01-12,Machine_2,510,Type_1,Component_10,Type_1 performed on Component_10,47
2024-01-13,Machine_4,511,Type_1,Component_2,Type_1 performed on Component_2,3
2024-01-16,Machine_3,512,Type_4,Component_10,Type_4 performed on Component_10,8
2024-01-12,Machine_7,513,Type_4,Component_6,Type_4 performed on Component_6,4
2024-01-13,Machine_7,514,Type_2,Component_7,Type_2 performed on Component_7,40
2024-02-12,Machine_5,515,Type_5,Component_3,Type_5 performed on Component_3,6
2024-01-16,Machine_9,516,Type_2,Component_1,Type_2 performed on Component_1,14
2024-03-22,Machine_6,517,Type_4,Component_8,Type_4 performed on Component_8,5
2024-02-29,Machine_9,518,Type_4,Component_2,Type_4 performed on Component_2,36
2024-03-21,Machine_1,519,Type_1,Component_7,Type_1 performed on Component_7,45
2024-03-09,Machine_7,520,Type_1,Component_5,Type_1 performed on Component_5,22
2024-02-28,Machine_5,521,Type_2,Component_3,Type_2 performed on Component_3,5
2024-03-15,Machine_1,522,Type_4,Component_3,Type_4 performed on Component_3,3
2024-02-17,Machine_2,523,Type_3,Component_2,Type_3 performed on Component_2,22
2024-01-28,Machine_7,524,Type_4,Component_4,Type_4 performed on Component_4,27
2024-03-17,Machine_9,525,Type_5,Component_5,Type_5 performed on Component_5,1
2024-03-10,Machine_8,526,Type_3,Component_5,Type_3 performed on Component_5,38
2024-01-01,Machine_1,527,Type_5,Component_2,Type_5 performed on Component_2,11
2024-03-21,Machine_5,528,Type_3,Component_10,Type_3 performed on Component_10,38
2024-02-05,Machine_2,529,Type_5,Component_6,Type_5 performed on Component_6,8
2024-03-16,Machine_5,530,Type_4,Component_6,Type_4 performed on Component_6,40
2024-01-11,Machine_2,531,Type_1,Component_2,Type_1 performed on Component_2,36
2024-02-26,Machine_5,532,Type_2,Component_8,Type_2 performed on Component_8,23
2024-01-31,Machine_6,533,Type_3,Component_1,Type_3 performed on Component_1,16
2024-01-12,Machine_7,534,Type_4,Component_1,Type_4 performed on Component_1,2
2024-01-21,Machine_10,535,Type_1,Component_9,Type_1 performed on Component_9,45
2024-03-07,Machine_7,536,Type_4,Component_5,Type_4 performed on Component_5,44
2024-02-26,Machine_4,537,Type_1,Component_7,Type_1 performed on Component_7,31
2024-02-19,Machine_8,538,Type_5,Component_4,Type_5 performed on Component_4,28
2024-01-03,Machine_10,539,Type_1,Component_5,Type_1 performed on Component_5,5
2024-02-08,Machine_4,540,Type_5,Component_1,Type_5 performed on Component_1,43
2024-03-05,Machine_2,541,Type_3,Component_5,Type_3 performed on Component_5,3
2024-01-06,Machine_6,542,Type_1,Component_10,Type_1 performed on Component_10,32
2024-02-12,Machine_1,543,Type_1,Component_4,Type_1 performed on Component_4,1
2024-02-10,Machine_9,544,Type_1,Component_1,Type_1 performed on Component_1,16
2024-01-04,Machine_2,545,Type_4,Component_1,Type_4 performed on Component_1,18
2024-02-10,Machine_2,546,Type_4,Component_3,Type_4 performed on Component_3,13
2024-02-07,Machine_5,547,Type_3,Component_2,Type_3 performed on Component_2,46
2024-04-02,Machine_2,548,Type_3,Component_5,Type_3 performed on Component_5,40
2024-03-15,Machine_8,549,Type_1,Component_2,Type_1 performed on Component_2,23
2024-01-19,Machine_9,550,Type_2,Component_10,Type_2 performed on Component_10,2
2024-02-22,Machine_1,551,Type_5,Component_8,Type_5 performed on Component_8,42
2024-03-16,Machine_3,552,Type_4,Component_3,Type_4 performed on Component_3,21
2024-02-02,Machine_4,553,Type_2,Component_4,Type_2 performed on Component_4,36
2024-01-17,Machine_6,554,Type_3,Component_2,Type_3 performed on Component_2,21
2024-01-20,Machine_3,555,Type_2,Component_4,Type_2 performed on Component_4,31
2024-03-11,Machine_7,556,Type_1,Component_1,Type_1 performed on Component_1,5
2024-01-01,Machine_5,557,Type_5,Component_8,Type_5 performed on Component_8,1
2024-02-24,Machine_2,558,Type_4,Component_3,Type_4 performed on Component_3,11
2024-03-09,Machine_3,559,Type_1,Component_5,Type_1 performed on Component_5,34
2024-02-24,Machine_2,560,Type_5,Component_9,Type_5 performed on Component_9,38
2024-02-14,Machine_3,561,Type_2,Component_6,Type_2 performed on Component_6,41
2024-03-31,Machine_9,562,Type_5,Component_3,Type_5 performed on Component_3,14
2024-04-04,Machine_2,563,Type_4,Component_1,Type_4 performed on Component_1,3
2024-01-19,Machine_10,564,Type_1,Component_4,Type_1 performed on Component_4,39
2024-02-24,Machine_5,565,Type_3,Component_3,Type_3 performed on Component_3,19
2024-04-01,Machine_2,566,Type_5,Component_2,Type_5 performed on Component_2,21
2024-02-15,Machine_5,567,Type_3,Component_4,Type_3 performed on Component_4,28
2024-03-07,Machine_10,568,Type_1,Component_5,Type_1 performed on Component_5,8
2024-01-28,Machine_4,569,Type_5,Component_4,Type_5 performed on Component_4,41
2024-01-15,Machine_3,570,Type_1,Component_10,Type_1 performed on Component_10,48
2024-02-04,Machine_10,571,Type_4,Component_6,Type_4 performed on Component_6,26
2024-03-15,Machine_5,572,Type_1,Component_8,Type_1 performed on Component_8,5
2024-01-02,Machine_9,573,Type_4,Component_9,Type_4 performed on Component_9,18
2024-02-18,Machine_9,574,Type_1,Component_4,Type_1 performed on Component_4,41
2024-02-08,Machine_4,575,Type_5,Component_1,Type_5 performed on Component_1,32
2024-02-04,Machine_10,576,Type_3,Component_4,Type_3 performed on Component_4,29
2024-03-26,Machine_3,577,Type_5,Component_3,Type_5 performed on Component_3,16
2024-04-07,Machine_1,578,Type_5,Component_5,Type_5 performed on Component_5,39
2024-01-30,Machine_5,579,Type_5,Component_10,Type_5 performed on Component_10,20
2024-03-27,Machine_9,580,Type_1,Component_3,Type_1 performed on Component_3,26
2024-03-13,Machine_8,581,Type_1,Component_9,Type_1 performed on Component_9,11
2024-03-11,Machine_5,582,Type_3,Component_3,Type_3 performed on Component_3,9
2024-01-14,Machine_3,583,Type_1,Component_7,Type_1 performed on Component_7,12
2024-03-03,Machine_5,584,Type_4,Component_5,Type_4 performed on Component_5,31
2024-03-22,Machine_1,585,Type_2,Component_10,Type_2 performed on Component_10,12
2024-01-06,Machine_10,586,Type_1,Component_8,Type_1 performed on Component_8,25
2024-01-21,Machine_6,587,Type_4,Component_9,Type_4 performed on Component_9,40
2024-03-26,Machine_8,588,Type_5,Component_6,Type_5 performed on Component_6,19
2024-03-24,Machine_8,589,Type_1,Component_9,Type_1 performed on Component_9,24
2024-01-01,Machine_4,590,Type_2,Component_6,Type_2 performed on Component_6,22
2024-01-08,Machine_8,591,Type_4,Component_6,Type_4 performed on Component_6,18
2024-02-14,Machine_10,592,Type_4,Component_10,Type_4 performed on Component_10,33
2024-04-09,Machine_4,593,Type_4,Component_7,Type_4 performed on Component_7,1
2024-02-15,Machine_8,594,Type_3,Component_3,Type_3 performed on Component_3,15
2024-04-06,Machine_2,595,Type_3,Component_4,Type_3 performed on Component_4,40
2024-01-01,Machine_3,596,Type_5,Component_4,Type_5 performed on Component_4,11
2024-02-23,Machine_5,597,Type_3,Component_5,Type_3 performed on Component_5,21
2024-01-03,Machine_1,598,Type_1,Component_2,Type_1 performed on Component_2,26
2024-03-16,Machine_6,599,Type_1,Component_10,Type_1 performed on Component_10,4
2024-03-11,Machine_1,600,Type_5,Component_6,Type_5 performed on Component_6,4
2024-01-10,Machine_6,601,Type_2,Component_7,Type_2 performed on Component_7,21
2024-02-12,Machine_3,602,Type_4,Component_7,Type_4 performed on Component_7,1
2024-02-21,Machine_1,603,Type_2,Component_5,Type_2 performed on Component_5,20
2024-01-22,Machine_9,604,Type_5,Component_9,Type_5 performed on Component_9,19
2024-03-28,Machine_8,605,Type_3,Component_9,Type_3 performed on Component_9,16
2024-01-15,Machine_4,606,Type_2,Component_4,Type_2 performed on Component_4,11
2024-03-21,Machine_3,607,Type_4,Component_7,Type_4 performed on Component_7,47
2024-01-22,Machine_9,608,Type_5,Component_2,Type_5 performed on Component_2,17
2024-04-03,Machine_3,609,Type_4,Component_2,Type_4 performed on Component_2,7
2024-04-07,Machine_6,610,Type_5,Component_2,Type_5 performed on Component_2,21
2024-02-24,Machine_2,611,Type_1,Component_2,Type_1 performed on Component_2,39
2024-02-10,Machine_4,612,Type_5,Component_8,Type_5 performed on Component_8,44
2024-02-24,Machine_8,613,Type_4,Component_7,Type_4 performed on Component_7,24
2024-01-27,Machine_6,614,Type_5,Component_3,Type_5 performed on Component_3,37
2024-01-12,Machine_1,615,Type_4,Component_4,Type_4 performed on Component_4,26
2024-01-04,Machine_7,616,Type_5,Component_5,Type_5 performed on Component_5,46
2024-02-18,Machine_6,617,Type_3,Component_2,Type_3 performed on Component_2,6
2024-01-02,Machine_6,618,Type_2,Component_4,Type_2 performed on Component_4,47
2024-02-15,Machine_6,619,Type_3,Component_7,Type_3 performed on Component_7,45
2024-03-16,Machine_4,620,Type_3,Component_10,Type_3 performed on Component_10,19
2024-01-15,Machine_2,621,Type_5,Component_6,Type_5 performed on Component_6,26
2024-01-18,Machine_4,622,Type_3,Component_3,Type_3 performed on Component_3,10
2024-03-15,Machine_1,623,Type_1,Component_7,Type_1 performed on Component_7,17
2024-02-18,Machine_7,624,Type_3,Component_6,Type_3 performed on Component_6,25
2024-04-09,Machine_5,625,Type_3,Component_10,Type_3 performed on Component_10,38
2024-02-26,Machine_3,626,Type_2,Component_2,Type_2 performed on Component_2,28
2024-01-04,Machine_3,627,Type_5,Component_4,Type_5 performed on Component_4,36
2024-02-02,Machine_10,628,Type_3,Component_10,Type_3 performed on Component_10,17
2024-01-21,Machine_10,629,Type_3,Component_10,Type_3 performed on Component_10,37
2024-02-01,Machine_8,630,Type_2,Component_5,Type_2 performed on Component_5,9
2024-02-24,Machine_5,631,Type_2,Component_5,Type_2 performed on Component_5,16
2024-01-19,Machine_8,632,Type_4,Component_4,Type_4 performed on Component_4,4
2024-01-02,Machine_7,633,Type_2,Component_5,Type_2 performed on Component_5,36
2024-03-27,Machine_1,634,Type_1,Component_10,Type_1 performed on Component_10,30
2024-03-16,Machine_5,635,Type_2,Component_3,Type_2 performed on Component_3,14
2024-02-29,Machine_9,636,Type_2,Component_4,Type_2 performed on Component_4,28
2024-03-06,Machine_8,637,Type_1,Component_4,Type_1 performed on Component_4,11
2024-04-07,Machine_8,638,Type_4,Component_8,Type_4 performed on Component_8,41
2024-02-26,Machine_3,639,Type_5,Component_5,Type_5 performed on Component_5,1
2024-03-19,Machine_5,640,Type_2,Component_5,Type_2 performed on Component_5,27
2024-03-31,Machine_8,641,Type_5,Component_10,Type_5 performed on Component_10,29
2024-03-05,Machine_4,642,Type_2,Component_6,Type_2 performed on Component_6,41
2024-03-04,Machine_5,643,Type_4,Component_2,Type_4 performed on Component_2,38
2024-01-26,Machine_10,644,Type_1,Component_4,Type_1 performed on Component_4,6
2024-03-06,Machine_9,645,Type_3,Component_1,Type_3 performed on Component_1,1
2024-02-13,Machine_2,646,Type_4,Component_3,Type_4 performed on Component_3,5
2024-01-28,Machine_10,647,Type_1,Component_8,Type_1 performed on Component_8,24
2024-01-26,Machine_4,648,Type_4,Component_4,Type_4 performed on Component_4,31
2024-02-19,Machine_7,649,Type_3,Component_4,Type_3 performed on Component_4,21
2024-03-13,Machine_6,650,Type_5,Component_3,Type_5 performed on Component_3,7
2024-03-30,Machine_8,651,Type_4,Component_5,Type_4 performed on Component_5,24
2024-02-17,Machine_8,652,Type_5,Component_10,Type_5 performed on Component_10,47
2024-02-04,Machine_3,653,Type_2,Component_2,Type_2 performed on Component_2,4
2024-03-28,Machine_10,654,Type_3,Component_8,Type_3 performed on Component_8,26
2024-02-04,Machine_6,655,Type_4,Component_10,Type_4 performed on Component_10,47
2024-03-20,Machine_5,656,Type_2,Component_8,Type_2 performed on Component_8,39
2024-03-09,Machine_3,657,Type_5,Component_1,Type_5 performed on Component_1,8
2024-02-09,Machine_1,658,Type_4,Component_1,Type_4 performed on Component_1,21
2024-02-17,Machine_3,659,Type_1,Component_6,Type_1 performed on Component_6,43
2024-01-12,Machine_4,660,Type_3,Component_6,Type_3 performed on Component_6,4
2024-04-09,Machine_5,661,Type_2,Component_3,Type_2 performed on Component_3,29
2024-02-18,Machine_6,662,Type_1,Component_7,Type_1 performed on Component_7,4
2024-03-21,Machine_2,663,Type_3,Component_8,Type_3 performed on Component_8,9
2024-01-22,Machine_5,664,Type_4,Component_8,Type_4 performed on Component_8,16
2024-04-09,Machine_1,665,Type_1,Component_3,Type_1 performed on Component_3,48
2024-02-27,Machine_1,666,Type_2,Component_8,Type_2 performed on Component_8,19
2024-01-23,Machine_2,667,Type_1,Component_1,Type_1 performed on Component_1,12
2024-03-24,Machine_3,668,Type_5,Component_5,Type_5 performed on Component_5,28
2024-02-01,Machine_9,669,Type_4,Component_8,Type_4 performed on Component_8,35
2024-03-01,Machine_5,670,Type_4,Component_10,Type_4 performed on Component_10,14
2024-04-08,Machine_3,671,Type_1,Component_4,Type_1 performed on Component_4,19
2024-01-13,Machine_9,672,Type_1,Component_10,Type_1 performed on Component_10,3
2024-03-06,Machine_9,673,Type_2,Component_7,Type_2 performed on Component_7,2
2024-01-14,Machine_2,674,Type_4,Component_6,Type_4 performed on Component_6,23
2024-03-18,Machine_5,675,Type_5,Component_1,Type_5 performed on Component_1,45
2024-04-07,Machine_4,676,Type_3,Component_6,Type_3 performed on Component_6,36
2024-02-15,Machine_7,677,Type_5,Component_6,Type_5 performed on Component_6,9
2024-03-14,Machine_9,678,Type_3,Component_6,Type_3 performed on Component_6,27
2024-04-04,Machine_8,679,Type_1,Component_6,Type_1 performed on Component_6,29
2024-03-25,Machine_5,680,Type_2,Component_6,Type_2 performed on Component_6,39
2024-01-25,Machine_7,681,Type_4,Component_8,Type_4 performed on Component_8,38
2024-04-05,Machine_8,682,Type_3,Component_5,Type_3 performed on Component_5,40
2024-03-16,Machine_7,683,Type_2,Component_10,Type_2 performed on Component_10,23
2024-01-14,Machine_8,684,Type_4,Component_5,Type_4 performed on Component_5,48
2024-02-06,Machine_5,685,Type_4,Component_9,Type_4 performed on Component_9,16
2024-02-03,Machine_2,686,Type_2,Component_6,Type_2 performed on Component_6,38
2024-01-27,Machine_8,687,Type_1,Component_4,Type_1 performed on Component_4,8
2024-02-04,Machine_2,688,Type_3,Component_4,Type_3 performed on Component_4,45
2024-03-31,Machine_3,689,Type_3,Component_4,Type_3 performed on Component_4,33
2024-03-21,Machine_8,690,Type_4,Component_7,Type_4 performed on Component_7,42
2024-03-23,Machine_3,691,Type_5,Component_4,Type_5 performed on Component_4,40
2024-04-03,Machine_4,692,Type_2,Component_2,Type_2 performed on Component_2,4
2024-03-21,Machine_4,693,Type_1,Component_1,Type_1 performed on Component_1,5
2024-01-11,Machine_1,694,Type_2,Component_2,Type_2 performed on Component_2,16
2024-02-21,Machine_4,695,Type_2,Component_4,Type_2 performed on Component_4,32
2024-04-04,Machine_4,696,Type_4,Component_8,Type_4 performed on Component_8,6
2024-03-18,Machine_7,697,Type_1,Component_4,Type_1 performed on Component_4,43
